row.names	refseq	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1	subsys4	subsys1	subsys2	subsys3
4459	2374	1338385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)			
4460	2375	1089210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Benzoyl-CoA reductase subunit BadE (EC 1.3.99.15)			
4461	2376	946282	0	0	1	0	0	2	0	0	1	0	16	0	0	84	0	0	0	34	7	0	Curli production assembly/transport component CsgG			
4462	2377	326062	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	59	0	1	Alpha-glucoside transport system permease protein AglG			
4463	2378	2228031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized protein ImpI/VasC			
4464	2379	1809387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	YkfI toxin protein			
4465	2380	1252314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Exosporium protein C			
4466	2381	453324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycine/D-amino acid oxidase (deaminating) in putrescine utilization cluster			
4467	2382	553431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional repressor of the myo-inositol catabolic operon DeoR family			
4468	2383	1970240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coenzyme F(420)H(2) dehydrogenase (methanophenazine) subunit FpoF			
4469	2384	1462260	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cold shock protein CspC			
4470	2385	2181419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Threonine kinase in B12 biosynthesis			
4471	2386	1870940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nudix hydrolase family protein PA3470			
4472	2387	1368986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)			
4473	2388	2227596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized protein ybfE			
4474	2389	1898348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Iron-uptake factor PiuB			
4475	2390	472468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphoribulokinase (EC 2.7.1.19)			
4476	2391	2207065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Propanediol diffusion facilitator			
4477	2392	1744124_Ruminococcus_DS264298.1|EDM86628.1	219	413	892	75	279	350	125	121	1959	378	133	233	361	5	164	16	71	298	803	38	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)			
4478	2393	1883020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cnu protein			
4479	2394	1159048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycosyl transferase ,group 2 family, anthrose biosynthesis			
4480	2395	2080090_Streptococcus_AGBV01000001.1|EGX30907.1	2	5	18	0	0	0	2	7	0	12	3	0	0	0	77	1	0	104	0	0	S4-domain-containing heat shock protein			
4481	2396	1644641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Spore cortex-lytic enzyme precursor			
4482	2397	798837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Carbon monoxide-responsive transcriptional activator CooA			
4483	2398	1581901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative iron-regulated membrane protein, PA2403 homolog			
4484	2399	205746_Bacteroides_JH114353.1|EET17106.2	36	1	11	213	2	29	1	197	29	317	11	42	93	80	277	0	0	495	13	4	Phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)			
4485	2400	1131904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional activatory protein CaiF			
4486	2401	31048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arsenical resistance operon repressor			
4487	2402	1952019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Protein arginine N-methyltransferase 1 (EC 2.1.1.-)			
4488	2403	2064557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteriocin immunity protein BlpL			
4489	2404	1403896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LysR family transcriptional regulator PA2877			
4490	2405	896491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Recombinational DNA repair protein RecT (prophage associated)			
4491	2406	947586	0	0	5	0	0	0	0	0	0	0	436	0	0	582	0	0	0	87	19	0	Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter			
4492	2407	910533	0	0	0	1	0	283	3	11	0	0	0	0	0	0	45	9	7	4	0	8	Hexose phosphate transport protein UhpT			
4493	2408	909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CcdA protein (antitoxin to CcdB)			
4494	2409	2195142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog			
4495	2410	1823222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arylsulfatase (EC 3.1.6.1)			
4496	2411	900512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)			
4497	2412	860038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phi 11 orf35 homolog [SA bacteriophages 11, Mu50B]			
4498	2413	1430644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hexose phosphate uptake regulatory protein UhpC			
4499	2414	609358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5-keto-2-deoxygluconokinase (EC 2.7.1.92)			
4500	2415	222047_Bacteroides_EQ973355.1|EEO53206.1	10	11	0	35	0	0	14	12	1	0	0	22	7	78	139	2	0	10	0	0	Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)			
4501	2416	236145	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)			
4502	2417	1820093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gamma-D-Glutamyl-meso-Diaminopimelate Amidase			
4503	2418	2124220	0	1	1	1	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	Transcription accessory protein (S1 RNA-binding domain)			
4504	2419	1592998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)			
4505	2420	1893687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Di/tripeptide permease DtpA			
4506	2421	1923982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage lysozyme			
4507	2422	9709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TesB-like acyl-CoA thioesterase 5			
4508	2423	408057	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	Iron-sulfur cluster regulator IscR			
4509	2424	735784_Collinsella_DS995475.1|EEA90807.1	14	33	0	0	0	0	0	20	0	0	44	1	2	0	0	0	2	0	19	0	Capsular polysaccharide synthesis enzyme Cap5F			
4510	2425	1113506	0	0	0	0	0	0	7	0	2	0	0	0	0	0	3	0	0	0	0	0	GbcA Glycine betaine demethylase subunit A			
4511	2426	534901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CoB--CoM-reducing hydrogenase (Cys) delta subunit			
4512	2427	2037613	0	1	3	10	31	1	0	2	33	0	7	0	2	0	3	0	0	5	15	2	Uracil phosphoribosyltransferase (EC 2.4.2.9)			
4513	2428	1624278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)			
4514	2429	599783	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	Endopeptidase spore protease Gpr (EC 3.4.24.78)			
4515	2430	23916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcription elongation factor GreB			
4516	2431	2155908	0	5	0	0	0	0	0	1	0	15	0	1	0	0	4	0	0	9	0	0	Nitrate/nitrite transporter			
4517	2432	544852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Formylmethanofuran dehydrogenase subunit A (EC 1.2.99.5)			
4518	2433	2094986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycosyltransferase LafA, responsible for the formation of Glc-DAG			
4519	2434	2100660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glutathione reductase (EC 1.8.1.7)			
4520	2435	779364_Coprococcus_FP929039.1|CBK83034.1	915	3227	256	1	0	0	449	303	0	0	0	0	969	1	1	4103	0	0	18	0	Neopullulanase (EC 3.2.1.135)			
4521	2436	1610364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Outer membrane receptor proteins, mostly Fe transport			
4522	2437	1397233_Parabacteroides_JH976466.1|EKN09987.1	59	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	80	0	0	Alpha-N-arabinofuranosidase (EC 3.2.1.55)			
4523	2438	1795494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore			
4524	2439	479301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	putative carboxysome peptide B			
4525	2440	469640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Malate synthase G (EC 2.3.3.9)			
4526	2441	1128839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kappa-fimbriae probable subunit			
4527	2442	1658791	0	5	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Positive regulator of CheA protein activity (CheW)			
4528	2443	1580275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sigma-70 factor FpvI (ECF subfamily), controling pyoverdin biosynthesis			
4529	2444	2008989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Two-component system response regulator			
4530	2445	1843357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)			
4531	2446	2204007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sensor protein basS/pmrB (EC 2.7.3.-)			
4532	2447	1656711_Roseburia_FR888292.1|CDC14008.1	146	2	0	14	1	4	154	518	80	119	0	95	112	1	514	43	0	71	7	0	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)			
4533	2448	1049001_Faecalibacterium_FP929046.1|CBL02931.1	708	362	61	147	1286	330	598	123	189	965	20	819	184	0	79	386	5	466	222	0	phi-Carotenoid synthase (EC 1.3.-.- and EC 2.1.1-)			
4534	2449	1580363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type III secretion spans bacterial envelope protein (YscO)			
4535	2450	445296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sarcosine dehydrogenase (EC 1.5.99.1)			
4536	2451	281255	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)			
4537	2452	625736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Substrate-specific component ThiT of thiamin ECF transporter			
4538	2453	1157891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSHA pilin protein MshB			
4539	2454	2100547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteriocin-like peptide O BlpO			
4540	2455	1241913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Autoinducer 2 (AI-2) modifying protein LsrG			
4541	2456	684457_Clostridium_KQ235884.1|KMW14237.1	21	0	0	5	0	0	0	0	0	2	0	0	1	0	1	0	4	0	0	0	Terminase, large subunit [Bacteriophage PhiNIH1.1]			
4542	2457	727081	0	0	0	0	0	0	0	3	395	0	0	0	0	0	0	0	0	0	0	0	Major cell-binding factor precursor PebA			
4543	2458	10849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATP-dependent DNA helicase SCO5183			
4544	2459	1754340_Ruminococcus_DS264307.1|EDM87050.1	90	34	415	50	90	223	107	21	7	0	112	10	219	0	135	6	42	0	766	0	Digeranylgeranylglycerophospholipid reductase			
4545	2460	1610279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical protein associated with desferrioxamine E biosynthesis			
4546	2461	493831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IncQ plasmid conjugative transfer DNA nicking endonuclease TraR (pTi VirD2 homolog)			
4547	2462	796371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aquaporin Z			
4548	2463	2043541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphate:acyl-ACP acyltransferase PlsX			
4549	2464	2219000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	General secretion pathway protein F			
4550	2465	2249704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional antiterminator of lichenan operon, BglG family			
4551	2466	957297	0	0	0	0	0	0	0	0	1	0	10	1	0	177	0	0	0	30	6	0	Formate hydrogenlyase subunit 6			
4552	2467	1890963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)			
4553	2468	1503318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA primase TraC (EC 2.7.7.-)			
4554	2469	2071827	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	Ethanolamine utilization protein similar to PduU			
4555	2470	1395025_Parabacteroides_DS264542.1|EDN85719.1	473	180	22	177	0	0	0	138	6	93	2	217	49	0	29	18	2	8	9	0	Probable low-affinity inorganic phosphate transporter			
4556	2471	837160	0	719	69	0	33	0	0	329	0	2175	0	0	0	1858	4	2	0	1	0	0	Adenosylhomocysteinase (EC 3.3.1.1)			
4557	2472	1899976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ABC transporter multidrug efflux pump, fused ATP-binding domains			
4558	2473	2198968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional regulator of AraC family, enterobactin-dependent, predicted			
4559	2474	2125719_Streptococcus_CP000024.1|AAV62185.1	1	5	103	146	874	6	2	91	694	36	817	18	13	92	11	2	3	73	971	20	Topoisomerase IV subunit A (EC 5.99.1.-)			
4560	2475	1266595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)			
4561	2476	585836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thiaminase II (EC 3.5.99.2)			
4562	2477	2083440	0	2	4	1	0	0	4	1	2	5	2	7	0	0	21	0	2	57	0	1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)			
4563	2478	1211668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Teicoplanin-resistance associated HTH-type transcriptional regulator TcaR			
4564	2479	784274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Firmicutes ribosomal L7Ae family protein			
4565	2480	962043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Conjugative transfer protein TrbH			
4566	2481	790584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proteasome regulatory subunit Rpn6			
4567	2482	1111281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IncI1 plasmid conjugative transfer protein TraF			
4568	2483	515676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Formylmethanofuran dehydrogenase (molybdenum) subunit C (EC 1.2.99.5)			
4569	2484	1144739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rubredoxin-NAD(+) reductase (EC 1.18.1.1)			
4570	2485	1258013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-cystine uptake protein TcyP			
4571	2486	885132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alcohol dehydrogenase, zinc-containing			
4572	2487	1215100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hexapeptide transferase family protein			
4573	2488	714620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lipoteichoic acid synthase LtaS Type IVa			
4574	2489	1404158	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)			
4575	2490	837233	0	615	29	1	22	0	0	236	0	2228	0	2	0	1920	5	0	0	0	0	1	Duplicated ATPase component of energizing module of predicted B12-regulated ECF transporter for dimethylbenzimidazole			
4576	2491	466535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glucose dehydrogenase (EC 1.1.99.10), membrane-bound, flavoprotein			
4577	2492	1966434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Galactonate dehydratase (EC 4.2.1.6)			
4578	2493	2051424	0	6	6	7	0	1	28	2	1	9	4	0	10	9	84	5	0	136	4	8	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)			
4579	2494	1573835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Copper tolerance protein			
4580	2495	1943453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MAP kinase p38 delta			
4581	2496	1194257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Heme transporter IsdDEF, lipoprotein IsdE			
4582	2497	1234194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	Manganese transport protein MntH			
4583	2498	1472365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Beta-N-acetylhexosaminidase, (GlcNAc)2 catabolism			
4584	2499	1823506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inner membrane protein YhjD			
4585	2500	418555_Blautia_FR883804.1|CDB21126.1	204	3	407	227	1101	157	644	163	257	69	152	268	1173	0	142	60	431	0	496	1	Choline binding protein A			
4586	2501	1791665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acyl-CoA thioesterase II (EC 3.1.2.-)			
4587	2502	1523344_Prevotella_GG703852.1|EFB36844.1	31	0	0	0	24	0	0	0	0	222	0	501	0	0	1	218	0	0	21	0	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)			
4588	2503	1715833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Endoplasmic reticulum chaperon grp78 (BiP)			
4589	2504	1611574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)			
4590	2505	525492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-methylhydantoinase B (EC 3.5.2.14)			
4591	2506	1924525	0	1	0	0	1	7	0	0	0	0	0	0	0	277	0	0	0	9	0	0	IncF plasmid conjugative transfer protein TrbI			
4592	2507	841019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	toluenesulfonate zinc-independent alcohol dehydrogenase			
4593	2508	1579289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Heme d1 biosynthesis protein NirL			
4594	2509	1905529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ferric hydroxamate outer membrane receptor FhuA			
4595	2510	1015159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	117	0	1397	0	1	Histidinol dehydrogenase (EC 1.1.1.23)			
4596	2511	1736142_Ruminococcus_DS264328.1|EDM87840.1	200	388	1139	92	319	378	99	133	1957	346	94	272	459	1	159	27	98	294	879	52	Alanyl-tRNA synthetase family protein			
4597	2512	1294576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative cytochrome P450 IgrA			
4598	2513	1070897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)			
4599	2514	1941690	0	0	2	0	0	11	0	0	0	1	149	0	0	76	0	0	0	13	6	0	Arginine decarboxylase, catabolic (EC 4.1.1.19)			
4600	2515	1851134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nudix-like NDP and NTP phosphohydrolase YmfB			
4601	2516	1790396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flagellar biosynthesis protein FliR			
4602	2517	1109554	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Multidrug efflux membrane fusion protein MexE			
4603	2518	1978197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aspartokinase (EC 2.7.2.4) associated with ectoine biosynthesis			
4604	2519	1679151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)			
4605	2520	1819894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Conserved ATP-binding protein YghS			
4606	2521	1493114_Porphyromonas_BAME01000001.1_Porphyromonas_bennonis_JCM_16335_DNA,_contig:_JCM16335.contig00001,_whole_genome_shotgun_sequence|orf00063	4	14	0	8	0	0	0	0	4	0	0	0	0	5	1	0	0	0	0	0	Glutamine synthetase type III, GlnN (EC 6.3.1.2)			
4607	2522	1912391	0	0	0	0	0	0	0	0	0	0	17	0	0	28	0	0	0	4	2	0	Colanic acid biosynthesis glycosyl transferase WcaA			
4608	2523	1258503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sporulation kinase A (EC 2.7.13.3)			
4609	2524	2033495	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	Iron compound ABC uptake transporter permease protein PiuC			
4610	2525	2003498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Staphylococcal enterotoxin L			
4611	2526	536181	0	42	1	0	0	2	0	0	0	2	1	0	16	0	0	0	0	3	0	0	Alpha-arabinosides ABC transport system, substrate-binding protein			
4612	2527	1814777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative phosphatase YieH			
4613	2528	504531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted mannitol permease			
4614	2529	1627879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acyl carrier protein (ACP1)			
4615	2530	786187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hydroxypyruvate reductase (EC 1.1.1.81)			
4616	2531	358644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component			
4617	2532	2235642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type III secretion protein (YscE)			
4618	2533	2193352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Dephospho-CoA kinase (EC 2.7.1.24)			
4619	2534	1250730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cytosolic long-chain acyl-CoA thioester hydrolase family protein			
4620	2535	1546403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)			
4621	2536	1354314	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	Transcriptional regulator RhlR			
4622	2537	1823793	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18)			
4623	2538	1893689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-hydroxyacyl-CoA dehydrogenase PaaC (EC 1.1.1.-)			
4624	2539	69617_Alistipes_HF997514.1|CCZ76972.1	13	1	13	10	3	6	13	0	0	264	11	0	1	0	0	2	0	0	0	0	Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent			
4625	2540	1742341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SpoVS-related protein, type 3			
4626	2541	1948172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acetoacetate decarboxylase (EC 4.1.1.4)			
4627	2542	843085_Dorea_DS264402.1|EDM62183.1	47	23	131	9	97	95	25	40	59	99	19	32	190	0	17	16	41	0	172	95	Two-component response regulator YvcP			
4628	2543	1854529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative two-component sensor histidine kinase			
4629	2544	672957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-threonine 3-dehydrogenase (EC 1.1.1.103)			
4630	2545	971661	0	3	9	0	0	34	0	1	2	0	461	0	0	1190	0	0	0	138	0	1	IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI			
4631	2546	1249095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical protein SAV1840			
4632	2547	474919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Dihydroflavonol-4-reductase (EC 1.1.1.219)			
4633	2548	1169997	0	0	0	0	0	0	0	0	0	0	112	0	2	268	0	0	0	0	0	175	Hypothetical transmembrane protein ywlD			
4634	2549	1284872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Antigen 85-A precursor (85A) (Antigen 85 complex A) (Ag85A) (Mycolyl transferase 85A) (EC 2.3.1.-)			
