refseq	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1	subsys4	subsys1	subsys2	subsys3
1562697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)	Protein Metabolism	Protein degradation	Dipeptidases_(EC_3.4.13.-)
2250604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Invasion protein InvA	Virulence, Disease and Defense	Invasion and intracellular resistance	Salmonella_invasion_locus
479081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	putative carboxysome peptide A	Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome
954018	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	14	3	0	Attachment invasion locus protein precursor	Cell Wall and Capsule	Gram-Negative cell wall components	Major_Outer_Membrane_Proteins
895598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Protein phosphatase ImpM	Clustering-based subsystems	NA	USS-DB-7
1166350	0	0	0	0	0	0	0	0	0	0	81	0	0	165	0	0	0	0	0	83	[NiFe] hydrogenase nickel incorporation-associated protein HypB	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation
204639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphoenolpyruvate phosphomutase (EC 5.4.2.9)	Phosphorus Metabolism	NA	Phosphoenolpyruvate_phosphomutase
1063152	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical SAV0787 homolog in superantigen-encoding pathogenicity islands SaPI	Phages, Prophages, Transposable elements, Plasmids	Pathogenicity islands	Staphylococcal_pathogenicity_islands_SaPI
1126803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Siderophore [Alcaligin-like] biosynthesis complex, short chain	Iron acquisition and metabolism	Siderophores	Siderophore_[Alcaligin-like]
650805_Clostridium_DS547027.1|EDS21105.1	41	21	28	22	27	6	209	9	40	123	43	14	125	37	4	6	32	5	141	103	LSU ribosomal protein L18p (L5e)	Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial
970763	0	0	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	41	1	0	Putative carbohydrate PTS system, IIB component (EC 2.7.1.69)	Carbohydrates	Polysaccharides	Unknown_carbohydrate_utilization_containing_Fructose-bisphosphate_aldolase
1856916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fucose permease	Carbohydrates	Monosaccharides	L-fucose_utilization_temp
2028954	0	1	0	0	0	3	0	0	3	7	0	0	0	0	1	0	0	2	0	0	Beta-lactamase, class C	Clustering-based subsystems	Carbohydrates	Beta-lactamase_cluster_in_Streptococcus
279773_Bacteroides_AAVM02000001.1|EDM21819.1	10	2	20	117	43	0	0	116	4	76	0	69	18	0	55	22	0	1220	0	0	Thiol:disulfide oxidoreductase TlpA	Respiration	NA	Biogenesis_of_c-type_cytochromes
845159_Dorea_HF987112.1|CCX75526.1	28	0	0	0	30	0	47	0	0	0	70	19	34	0	7	7	0	0	28	0	tRNA pseudouridine synthase B (EC 4.2.1.70)	Clustering-based subsystems	NA	CBSS-138119.3.peg.2719
1243418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fe-bacillibactin uptake system FeuD	Iron acquisition and metabolism	Siderophores	Bacillibactin_Siderophore
882707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSHA biogenesis protein MshN	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Mannose-sensitive_hemagglutinin_type_4_pilus
438972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Conjugative transfer protein TrbB	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	Type_4_secretion_and_conjugative_transfer
661991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-258594.1.peg.3339
335373_Bifidobacterium_AP009256.1|BAF39896.1	226	0	0	1	13	0	0	138	0	1	1	5	0	1	26	223	0	1	281	1243	SOS-response repressor and protease LexA (EC 3.4.21.88)	DNA Metabolism	DNA repair	DNA_repair,_bacterial_UmuCD_system
1245227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis
1182968_Lachnospiraceae_GL945334.1|EGN42512.1	1	6	2	4	42	108	1	3	4	2	337	3	47	3001	1	2	31	2118	0	3681	Maltodextrin glucosidase (EC 3.2.1.20)	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
951113	0	0	0	0	0	0	0	0	0	0	108	0	0	86	0	0	0	6	1	0	mannose-specific adhesin FimH	Virulence	Adhesion	Type_1_pili_(mannose-sensitive_fimbriae)
1348512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Probable RND efflux membrane fusion protein	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
2026018	0	1	0	7	1	0	16	0	2	27	1	48	15	2	66	4	9	29	0	2	Phosphomevalonate kinase (EC 2.7.4.2)	Clustering-based subsystems	NA	Staphylococcus_aureus_hypothetical_repetitive_gene_loci
1570056	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Glutamate decarboxylase (EC 4.1.1.15)	Stress Response	Acid stress	Acid_resistance_mechanisms
930136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sigma-fimbriae uncharacterized paralogous subunit	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#963;-Fimbriae
1930241	0	0	0	1	0	51	0	0	0	0	0	0	0	2	0	23	0	3	0	0	Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, cytochrome c	Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism
481788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Heme-regulated cyclic AMP phosphodiesterase (EC 3.1.4.-)	Regulation and Cell signaling	NA	cAMP_signaling_in_bacteria
1317963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D-arabino-3-hexulose 6-phosphate formaldehyde lyase	Carbohydrates	One-carbon Metabolism	Formaldehyde_assimilation:_Ribulose_monophosphate_pathway
420409_Blautia_FR900880.1|CDE66797.1	166	1229	3841	1316	1070	1740	1788	1855	1111	1043	303	896	4198	181	253	509	488	3370	379	1929	Beta-glucoside ABC transport system, sugar-binding protein	Carbohydrates	Di- and oligosaccharides	Beta-Glucoside_Metabolism
1621876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Novel Xylose regulator from LacI family	Carbohydrates	Monosaccharides	Xylose_utilization
2207784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized protein ImpB	Clustering-based subsystems	NA	USS-DB-7
1413073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA packaging	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
669416	0	2	0	0	0	1	0	0	0	1	22	0	0	6	0	0	0	31	1	6	Glycine reductase component B beta subunit (EC 1.21.4.2)	Protein Metabolism	Selenoproteins	Glycine_reductase,_sarcosine_reductase_and_betaine_reductase
1968398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D-amino-acid oxidase (EC 1.4.3.3)	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization
2117100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative ABC transporter (ATP-binding protein), spy1791 homolog	Iron acquisition and metabolism	NA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives
1705843	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphopentomutase (EC 5.4.2.7)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
485752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	Flagellar M-ring protein FliF	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum
1207198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lon-like protease with PDZ domain	Protein Metabolism	Protein degradation	Proteasome_bacterial
1584730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type IV fimbriae expression regulatory protein PilR	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type_IV_pilus
2185233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-fucose operon activator	Carbohydrates	Monosaccharides	L-fucose_utilization
923515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	Carbohydrates	Organic acids	Lactate_utilization
1749791	0	1	1	0	2	1	1	0	0	0	23	0	1	125	0	0	1	78	0	182	Phage shock protein C	Stress Response	NA	Phage_shock_protein_(psp)_operon
760698	0	1	0	0	93	0	0	0	6	0	0	0	0	0	0	0	0	2	0	16	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	Cell Wall and Capsule	NA	Peptidoglycan_Biosynthesis
860796	0	0	0	0	185	160	0	0	0	40	53	0	130	0	23	0	1	0	311	313	Transcriptional regulator of mannoside utilization, variant 2, LacI family	Carbohydrates	Monosaccharides	Mannose_Metabolism
2160620	0	1	0	15	0	0	0	0	0	0	1	0	0	0	15	1	1	0	0	0	Ammonium transporter	Nitrogen Metabolism	NA	Ammonia_assimilation
1272663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Amino Acids and Derivatives	Branched-chain amino acids	Leucine_Degradation_and_HMG-CoA_Metabolism
711128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flagellin protein FlaB	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellum_in_Campylobacter
1952337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alpha-1,6-rhamnosyltransferase	Cell Wall and Capsule	Gram-Negative cell wall components	Core_Oligosaccharide_Glycosylation_in_Pseudomonas
1006040_Eubacterium_KI271072.1|ERK43661.1	7	5	22	20	23	5	22	0	11	8	0	1	104	59	5	1	12	214	9	0	C-terminal domain of CinA type S homolog	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global
69776_Alistipes_HF998532.1|CCZ97313.1	55	202	2	113	7	6	30	11	5	0	0	0	3	0	0	2	0	0	0	0	Menaquinone via futalosine step 1	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone_Biosynthesis_via_Futalosine_--_gjo
924564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Global nitrogen regulatory protein, CRP family of transcriptional regulators	Cell Division and Cell Cycle	NA	Heterocyst_formation_in_cyanobacteria
438210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arginine/ornithine antiporter ArcD	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Deiminase_Pathway
1416103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LysR family transcriptional regulator PA0191	Regulation and Cell signaling	NA	DNA-binding_regulatory_proteins,_strays
2228297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Peptidyl-prolyl cis-trans isomerase ppiC (EC 5.2.1.8)	Protein Metabolism	Protein folding	Peptidyl-prolyl_cis-trans_isomerase
1226610	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	335	0	0	0	0	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	Cell Wall and Capsule	NA	Peptidoglycan_biosynthesis--gjo
419143_Blautia_FR883761.1|CDB20307.1	118	0	18	170	799	33	16	48	67	41	4	87	46	1	5	10	130	3	126	0	ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter	Membrane Transport	NA	ECF_class_transporters
1570859	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	DHA-specific EI component	Carbohydrates	Central carbohydrate metabolism	Dihydroxyacetone_kinases
1111359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capsular polysaccharide synthesis enzyme CpsB	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Vibrio_Polysaccharide_(VPS)_Biosynthesis
1436732	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rhamnogalacturonide transporter RhiT	Carbohydrates	Monosaccharides	L-rhamnose_utilization
924063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative peptidoglycan bound protein (LPXTG motif) Lmo0842 homolog	Virulence, Disease and Defense	Invasion and intracellular resistance	Listeria_surface_proteins:_LPXTG_motif
2071970	0	0	0	2	4	8	2	2	1	8	1	1	1	0	15	4	0	36	1	0	Poly(glycerophosphate chain) D-alanine transfer protein DltD	Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis
945434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase	RNA Metabolism	RNA processing and modification	tRNA_modification_Bacteria
1847332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATP synthase B chain (EC 3.6.3.14)	Respiration	ATP synthases	F0F1-type_ATP_synthase
1625151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RNA polymerase sigma-70 factor, ECF family	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1141637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted cobalt transporter CbtA	Membrane Transport	NA	Transport_of_Nickel_and_Cobalt
1592991	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted amidohydrolase RutB in novel pyrimidine catabolism pathway	Nucleosides and Nucleotides	Pyrimidines	Pyrimidine_utilization
550263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	FIGfam012970: transmembrane protein	Membrane Transport	NA	Phosphoglycerate_transport_system
2036079	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes
261499_Bacteroides_JNHG01000101.1|KDS41187.1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Maltose O-acetyltransferase (EC 2.3.1.79)	Clustering-based subsystems	NA	CBSS-196620.1.peg.2477
1957400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	Respiration	NA	Biogenesis_of_cytochrome_c_oxidases
2017714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Serine acetyltransferase (EC 2.3.1.30)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Vibrio_Polysaccharide_(VPS)_Biosynthesis
1119691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chaperone protein HscA	Protein Metabolism	Protein folding	Protein_chaperones
781242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lipoprotein releasing system ATP-binding protein LolD	Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide_assembly
885412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TPR domain protein in aerotolerance operon	Clustering-based subsystems	NA	CBSS-345072.3.peg.1318
509531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Serine hydroxymethyltransferase (EC 2.1.2.1)	Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine_Biosynthesis
569483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted chitobiose ABC transport system II, permease protein 2	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
787507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Benzoate transport, extracellular ligand-binding receptor	Metabolism of Aromatic Compounds	NA	Benzoate_transport_and_degradation_cluster
442338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MG(2+) CHELATASE FAMILY PROTEIN	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	CBSS-203122.12.peg.188
2077176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LSU ribosomal protein L27p	Miscellaneous	Plant-Prokaryote DOE project	Iojap
2076800	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	LSU ribosomal protein L23p (L23Ae)	Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial
2092867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteriocin-like peptide I BlpI	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacteriocin-like_peptides_Blp
2102234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage capsid and scaffold	Phages, Prophages, Transposable elements	Bacteriophage structural proteins	Phage_capsid_proteins
284772_Bacteroides_AE015928.1|AAO76739.1	2	26	5	0	6	16	0	0	0	32	9	18	12	36	42	8	1	0	17	0	Chitinase (EC 3.2.1.14)	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
1264195_Megasphaera_JHXC01000001.1_Megasphaera_elsdenii_T81_T505DRAFT_scaffold00001.1_C,_whole_genome_shotgun_sequence|orf00289	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	1	27	0	0	SSU ribosomal protein S2p (SAe)	Protein Metabolism	Protein biosynthesis	Ribosome_SSU_bacterial
1098678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphoglycolate phosphatase, archaeal type (EC 3.1.3.18)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1360377_Parabacteroides_DS996453.1|EEC95759.1	39	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	33	0	0	Two-component system response regulator DccR	Regulation and Cell signaling	NA	Two-component_regulatory_systems_in_Campylobacter
1678166_Roseburia_FR904220.1|CDF46013.1	51	53	18	43	37	17	120	21	129	76	66	14	35	1	64	37	11	2	16	2	Valyl-tRNA synthetase (EC 6.1.1.9)	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Val
1338385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Carbohydrates	Central carbohydrate metabolism	Pentose_phosphate_pathway
1089210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Benzoyl-CoA reductase subunit BadE (EC 1.3.99.15)	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	Anaerobic_benzoate_metabolism
946282	0	0	1	0	0	2	0	0	1	0	16	0	0	84	0	0	0	34	7	0	Curli production assembly/transport component CsgG	Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli_production
326062	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	59	0	1	Alpha-glucoside transport system permease protein AglG	Membrane Transport	ABC transporters	Periplasmic-Binding-Protein-Dependent_Transport_System_for_&#945;-Glucosides
1809387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	YkfI toxin protein	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)
1252314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Exosporium protein C	Dormancy and Sporulation	NA	Exosporium
2228031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized protein ImpI/VasC	Clustering-based subsystems	NA	USS-DB-7
453324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycine/D-amino acid oxidase (deaminating) in putrescine utilization cluster	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways
553431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	Carbohydrates	Sugar alcohols	Inositol_catabolism
1970240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coenzyme F(420)H(2) dehydrogenase (methanophenazine) subunit FpoF	Respiration	Electron donating reactions	Coenzyme_F420-H2_dehydrogenase_(methanophenazine)
1462260	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cold shock protein CspC	Stress Response	Cold shock	Cold_shock,_CspA_family_of_proteins
1870940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nudix hydrolase family protein PA3470	Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)
2181419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Threonine kinase in B12 biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis
1368986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	Protein Metabolism	Protein biosynthesis	Ribosome_biogenesis_bacterial
2227596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized protein ybfE	Clustering-based subsystems	Chromosome Replication	SeqA_and_Co-occurring_Genes
1898348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Iron-uptake factor PiuB	Iron acquisition and metabolism	NA	Transport_of_Iron
472468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phosphoribulokinase (EC 2.7.1.19)	Carbohydrates	CO2 fixation	Calvin-Benson_cycle
2207065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Propanediol diffusion facilitator	Carbohydrates	Sugar alcohols	Propanediol_utilization
1883020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cnu protein	DNA Metabolism	NA	Nucleoid-associated_proteins_in_Bacteria
1744124_Ruminococcus_DS264298.1|EDM86628.1	219	413	892	75	279	350	125	121	1959	378	133	233	361	5	164	16	71	298	803	38	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	Coenzyme_A_Biosynthesis
1159048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycosyl transferase ,group 2 family, anthrose biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	Anthrose_Biosynthesis
798837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Carbon monoxide-responsive transcriptional activator CooA	Respiration	NA	Carbon_monoxide_induced_hydrogenase
1644641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Spore cortex-lytic enzyme precursor	Dormancy and Sporulation	NA	Sporulation_draft
2080090_Streptococcus_AGBV01000001.1|EGX30907.1	2	5	18	0	0	0	2	7	0	12	3	0	0	0	77	1	0	104	0	0	S4-domain-containing heat shock protein	Clustering-based subsystems	NA	Cell_division-ribosomal_stress_proteins_cluster
1581901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative iron-regulated membrane protein, PA2403 homolog	Iron acquisition and metabolism	Siderophores	Siderophore_Pyoverdine
1131904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional activatory protein CaiF	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine_Metabolism_in_Microorganisms
205746_Bacteroides_JH114353.1|EET17106.2	36	1	11	213	2	29	1	197	29	317	11	42	93	80	277	0	0	495	13	4	Phage lysin, N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Phages, Prophages, Transposable elements, Plasmids	Phage family-specific subsystems	T7-like_non-cyanophage_core_proteins
31048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arsenical resistance operon repressor	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Arsenic_resistance
1952019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Protein arginine N-methyltransferase 1 (EC 2.1.1.-)	Stress Response	NA	Dimethylarginine_metabolism
2064557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteriocin immunity protein BlpL	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacteriocin-like_peptides_Blp
1403896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LysR family transcriptional regulator PA2877	Regulation and Cell signaling	NA	DNA-binding_regulatory_proteins,_strays
896491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Recombinational DNA repair protein RecT (prophage associated)	DNA Metabolism	DNA repair	DNA_repair,_bacterial
909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CcdA protein (antitoxin to CcdB)	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)
947586	0	0	5	0	0	0	0	0	0	0	436	0	0	582	0	0	0	87	19	0	Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter	Membrane Transport	NA	ECF_class_transporters
910533	0	0	0	1	0	283	3	11	0	0	0	0	0	0	45	9	7	4	0	8	Hexose phosphate transport protein UhpT	Carbohydrates	Monosaccharides	Hexose_Phosphate_Uptake_System
2195142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog	Stress Response	Oxidative stress	Glutathione:_Non-redox_reactions
1823222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arylsulfatase (EC 3.1.6.1)	Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation
900512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	Nucleosides and Nucleotides	Purines	Purine_conversions
