refseq_id	subsys4	subsys1	subsys2	subsys3
753005	PTS system, galactose-inducible IIA component (EC 2.7.1.69)	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS
1787791	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS
1145013	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS
1877945	Phosphocarrier protein of PTS system	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS
1787791	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS
1871699	3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway
16271	3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway
1801019	Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway
1628182	Beta-ketoadipyl CoA thiolase (EC 2.3.1.-)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway
1947513	Chlorocatechol 1,2-dioxygenase	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chloroaromatic_degradation_pathway
157020	Cytolethal distending toxin subunit B	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal_distending_toxins
2200617	Cytolethal distending toxin subunit A	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal_distending_toxins
2232014	Virulence protein MsgA	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal_distending_toxins
2215007	Putative pertussis-like toxin subunit PtlB	Virulence, Disease and Defense	Toxins and superantigens	Cytolethal_distending_toxins
99881	Lipoate synthase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
570333	Lipoate synthase, cyanobacterial paralog	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
1206535	Lipoate-protein ligase A	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
510943	Lipoate-protein ligase A type 2	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
16278	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
479045	Proposed lipoate regulatory protein YbeD	Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic_acid_metabolism
1586647	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1599090	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
946587	3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1890076	3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1108103	3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1789809	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1104423	Chorismate--pyruvate lyase (EC 4.1.3.40)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1808272	NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1823226	Protein YigP (COG3165) clustered with ubiquinone biosynthetic genes	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
942547	Ubiquinone biosynthesis monooxygenase UbiB	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1358153	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Ubiquinone_Biosynthesis
1146616	Archaeal seryl-tRNA synthetase-related sequence	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Ser
661656	Seryl-tRNA synthetase (EC 6.1.1.11)	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Ser
598177	Stage III sporulation protein AA	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
619613	Stage III sporulation protein AB	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
1749226	Stage III sporulation protein AC	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
1329699	Stage III sporulation protein AD	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
1058389	Stage III sporulation protein AE	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
609863	Stage III sporulation protein AF	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
845113	Stage III sporulation protein AG	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
843084	Stage III sporulation protein AH	Dormancy and Sporulation	NA	Sporulation_Cluster_III_A
1406157	Flavocytochrome c flavin subunit	Respiration	NA	Flavocytochrome_C
1550979	Flavocytochrome c heme subunit	Respiration	NA	Flavocytochrome_C
1949831	Periplasmic thiol:disulfide interchange protein DsbA	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
950027	Periplasmic thiol:disulfide interchange protein, DsbA-like	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
1346864	Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
2184743	Thiol:disulfide interchange protein DsbC	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
51443	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
468514	Cytochrome c-type biogenesis protein CcdA (DsbD analog)	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
1598016	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
1796163	Thiol:disulfide interchange protein DsbG precursor	Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange
1453476	Thymidine phosphorylase (EC 2.4.2.4)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
2161438	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
2155905	Purine nucleoside phosphorylase (EC 2.4.2.1)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1705843	Phosphopentomutase (EC 5.4.2.7)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
572720	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1426439	Nucleoside permease NupC	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1790390	Putative deoxyribonuclease YjjV	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
952818	Ribokinase (EC 2.7.1.15)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
2036290	Deoxyribonucleoside regulator DeoR (transcriptional repressor)	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1794167	Deoxyribose operon repressor, DeoR family	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
2059121	Putative deoxyribose-specific ABC transporter, permease protein	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
418556	Putative deoxyribose-specific ABC transporter, ATP-binding protein	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
615928	Predicted nucleoside ABC transporter, permease 1 component	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1465450	Predicted nucleoside ABC transporter, permease 2 component	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
782011	Predicted nucleoside ABC transporter, ATP-binding component	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
1555721	Predicted nucleoside ABC transporter, substrate-binding component	Carbohydrates	Monosaccharides	Deoxyribose_and_Deoxynucleoside_Catabolism
962737	D-tyrosyl-tRNA(Tyr) deacylase	Regulation and Cell signaling	NA	Stringent_Response,_(p)ppGpp_metabolism
882118	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	Regulation and Cell signaling	NA	Stringent_Response,_(p)ppGpp_metabolism
1607734	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	Regulation and Cell signaling	NA	Stringent_Response,_(p)ppGpp_metabolism
1890930	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	Regulation and Cell signaling	NA	Stringent_Response,_(p)ppGpp_metabolism
1714324	Predicted glucose oligosaccharide utilization regulator, LacI family	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
519426	Glucose oligosaccharide ABC transport system, ATP-binding protein 1	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
255500	Extracellular endo-1,4-glucanase	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
361459	Putative alpha-glucosidase	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
693673	Putative sugar isomerase	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
862868	Regulator of trehalose utilization TreR, ROK family	Carbohydrates	Polysaccharides	Xyloglucan_Utilization
1678166	Valyl-tRNA synthetase (EC 6.1.1.9)	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Val
1058389	Stage III sporulation protein AE	Dormancy and Sporulation	NA	Sporulation-associated_proteins_with_broader_functions
1828336	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	Dormancy and Sporulation	NA	Sporulation-associated_proteins_with_broader_functions
656395	Protein of unknown function identified by role in sporulation (SpoVG)	Dormancy and Sporulation	NA	Sporulation-associated_proteins_with_broader_functions
1446795	RNA polymerase sporulation specific sigma factor SigH	Dormancy and Sporulation	NA	Sporulation-associated_proteins_with_broader_functions
229140	Putative mobilization protein BF0133	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
116114	Putative conjugative transposon mobilization protein BF0132	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
214271	hypothetical protein clusted with conjugative transposons, BF0131	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1500226	Conjugative transposon protein TraA	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
214273	Conjugative transposon protein TraB	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1379255	Conjugative transposon protein TraC	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
128946	Conjugative transposon protein TraD	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1381329	Conjugative transposon protein TraE	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
234868	Conjugative transposon protein TraF	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
292561	Conjugative transposon protein TraG	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
223831	Conjugative transposon protein TraH	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1509113	Conjugative transposon protein TraI	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
135037	Conjugative transposon protein TraJ	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1480953	Conjugative transposon protein TraK	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1387464	Conjugative transposon protein TraL	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1371791	Conjugative transposon protein TraM	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1353959	Conjugative transposon protein TraN	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1482468	Conjugative transposon protein TraO	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
178833	Conjugative transposon protein TraP	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
211414	Conjugative transposon protein TraQ	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
882970	Sulfite reduction-associated complex DsrMKJOP protein DsrM (= HmeC)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
825604	Sulfite reduction-associated complex DsrMKJOP protein DsrK (=HmeD)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
812431	Sulfite reduction-associated complex DsrMKJOP multiheme protein DsrJ (=HmeF)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
791597	Sulfite reduction-associated complex DsrMKJOP iron-sulfur protein DsrO (=HmeA)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
875302	Sulfite reduction-associated complex DsrMKJOP protein DsrP (= HmeB)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
481864	Protein similar to glutamate synthase [NADPH] small chain, clustered with sulfite reductase	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
816754	Sulfite reductase alpha subunit (EC 1.8.99.1)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
475897	Sulfite reductase beta subunit (EC 1.8.99.1)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
538021	Sulfite reductase, dissimilatory-type gamma subunit (EC 1.8.99.3)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
1868091	tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-)	Sulfur Metabolism	NA	Sulfate_reduction-associated_complexes
1451040	Sensory histidine kinase BaeS	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
946588	Response regulator BaeR	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
1348512	Probable RND efflux membrane fusion protein	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
969109	Multidrug transporter MdtB	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
1924880	Multidrug transporter MdtC	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
1603984	Multidrug transporter MdtD	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster
763988	GGDEF and EAL domain proteins	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
907109	ABC-type protease exporter, membrane fusion protein (MFP) family component PrtE/AprE	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
1120380	ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
471529	FIGfam010717	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
82485	Agglutination protein	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
181410	FIGfam020323	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
1602187	GAF domain/GGDEF domain/EAL domain protein	Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284
1575171	Phosphonate uptake and metabolism regulator, LysR-family	Phosphorus Metabolism	NA	Phosphonate_metabolism
1806843	2-aminoethylphosphonate uptake and metabolism regulator	Phosphorus Metabolism	NA	Phosphonate_metabolism
1821877	2-aminoethylphosphonate ABC transporter periplasmic binding component (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism
1842646	2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism
1791871	2-aminoethylphosphonate ABC transporter permease protein I (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism
1786476	2-aminoethylphosphonate ABC transporter permease protein II (TC 3.A.1.9.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism
902244	2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	Phosphorus Metabolism	NA	Phosphonate_metabolism
1353950	Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)	Phosphorus Metabolism	NA	Phosphonate_metabolism
450104	Phosphonoacetate hydrolase (EC 3.11.1.2)	Phosphorus Metabolism	NA	Phosphonate_metabolism
918900	Alanine racemase (EC 5.1.1.1)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
2205776	Alanine racemase, biosynthetic (EC 5.1.1.1)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1921764	Alanine racemase, catabolic (EC 5.1.1.1)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1415511	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
638826	Cysteine desulfurase (EC 2.8.1.7)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
446832	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1426845	Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1215108	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1853344	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
1785336	HTH-type transcriptional regulator IlvY	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
974644	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
974644	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
444442	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1639279	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1615877	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
427826	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
466617	Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1626181	Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1301236	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1949910	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1953923	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
814964	Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
480099	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
475950	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1955873	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1974867	Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1033959	Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
436726	Cytochrome c553-like	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
476190	FixO3 cytochrome-c oxidase subunit	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
473617	Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1305490	Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1305590	cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
830755	membrane c-type cytochrome cy	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1357696	probable cytochrome oxidase (cbb3-type)	Respiration	Electron accepting reactions	Terminal_cytochrome_C_oxidases
1013248	ESAT-6/Esx family secreted protein EsxA/YukE	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2121280	FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2079337	Lmo0066 homolog within ESAT-6 gene cluster, similarity to ADP-ribosylating toxins	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
1766956	Lmo0069 homolog within ESAT-6 gene cluster	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2178431	Putative ESAT-secreted protein, BA2187 homolog	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
634698	Putative EsaC protein analog (Listeria type 1)	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
755125	Putative EsaC protein analog (Listeria type 3)	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
1239408	Putative secretion accessory protein EsaA/YueB	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2085098	Putative secretion accessory protein EsaB/YukD	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
1153051	Putative secretion system component EssB/YukC	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
1509188	Putative toxin component near putative ESAT-related proteins, repetitive	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2001657	Repetitive hypothetical protein in ESAT cluster, BH0979 homolog	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2045152	Repetitive hypothetical protein near ESAT cluster, SA0282 homolog	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
590799	SAV0291 homolog within ESAT-6 gene cluster	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
1485006	Tetratrico-peptide repeat (TPR) protein within ESAT-6 gene cluster	Membrane Transport	Protein translocation across cytoplasmic membrane	ESAT-6_proteins_secretion_system_in_Firmicutes
2117660	Beta-glucuronidase (EC 3.2.1.31)	Carbohydrates	NA	beta-glucuronide_utilization
1018284	Glucuronide transporter UidB	Carbohydrates	NA	beta-glucuronide_utilization
969681	Glucuronide transport facilitator UidC	Carbohydrates	NA	beta-glucuronide_utilization
1202697	Transcriptional repressor UidR	Carbohydrates	NA	beta-glucuronide_utilization
816999	Glycosyltransferase (EC 2.4.1.-)	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
2040305	Glycosyl transferase, family 2	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
1411261	Bacterial sugar transferase	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
967268	Oligosaccharide repeat unit polymerase Wzy	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
753483	Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
1215100	Hexapeptide transferase family protein	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
1059594	Glycosyl transferase, group 1	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
833415	Apolipoprotein N-acyltransferase (EC 2.3.1.-)	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-376686.6.peg.291
2011960	UDP-glucose 4-epimerase (EC 5.1.3.2)	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
1197422	Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
1511729	Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
1480084	Putative glycosyltransferase	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
1710373	Nucleoside-diphosphate sugar epimerase/dehydratase	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
186905	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
2051424	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
493296	NAD-dependent epimerase/dehydratase	Clustering-based subsystems	NA	CBSS-296591.1.peg.2330
